category,institution,course-code,course-title
Humanistic and Artistic Ways of Knowing,North Idaho College,SPAN101,Elementary Spanish I
Humanistic and Artistic Ways of Knowing,North Idaho College,THEA101,Introduction to the Theatre
Humanistic and Artistic Ways of Knowing,University of Idaho,AMST301,Studies in American Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ARCH151,Intro to Built Environment
Humanistic and Artistic Ways of Knowing,University of Idaho,ART100,World Art and Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ART205,Visual Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ART213,History/Theory Modern Design I
Humanistic and Artistic Ways of Knowing,University of Idaho,ART302,Modern Art & Theory
Humanistic and Artistic Ways of Knowing,University of Idaho,ART382,History of Photography
Humanistic and Artistic Ways of Knowing,University of Idaho,ART407,New Media
Humanistic and Artistic Ways of Knowing,University of Idaho,DAN100,Dance in Society
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL175,Introduction/Literary Genres
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL221,History of Film 1895-1945
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL222,History of Film 1945-Present
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL257,Lit of Western Civilization
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL258,Lit of Western Civilization
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL322,Environmental Lit and Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL341,Survey of British Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL342,Survey of British Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL343,Survey of American Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL344,Survey of American Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL345,Shakespeare
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL375,The Bible as Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN210,Intro to Classic Mythology
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN313,French/Francophone Lit in Tran
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN324,Topics in Germ Lit In Transltn
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN331,Japanese Anime
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN391,Hispanic Film
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN394,Latin Amer Lit in Translation
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST329,Idaho and the Pacific NW
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST340,"Modern India, 1757-1947"
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST350,Age of Enlightenment
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST357,Women/Pre-Modern European Hist
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST366,Modern European Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST378,Hist Science Antiquity to 1700
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST379,Hist Science 1700 to Present
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST414,History and Film
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST442,Medieval Church
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST443,The Medieval State
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST445,Medv Engl Const/Legal
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST447,The Renaissance
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST448,The Reformation
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST485,Chinese Social/Cultural Hist
Humanistic and Artistic Ways of Knowing,University of Idaho,IS370,African Cmnty Culture Music
Humanistic and Artistic Ways of Knowing,University of Idaho,LAS391,Hispanic Film
Humanistic and Artistic Ways of Knowing,University of Idaho,LAS394,Latin Amer Lit in Translation
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH101,Survey of Music
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH111,Intro Music Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH201,History of Rock & Roll
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL103,Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL200,Philosophy of Alcohol
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL201,Critical Thinking
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL208,Business Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL240,Belief and Reality
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL351,Philosophy of Science
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL361,Professional Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS375,The Bible as Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS442,Medieval Church
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS443,The Medieval State
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS447,The Renaissance
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS448,The Reformation
Humanistic and Artistic Ways of Knowing,University of Idaho,THE101,Intro to the Theatre
Humanistic and Artistic Ways of Knowing,University of Idaho,THE468,Theatre History I
Humanistic and Artistic Ways of Knowing,University of Idaho,THE469,Theatre History II
Humanistic and Artistic Ways of Knowing,University of Idaho,WMST201,Intro Women's/Gender Studies
Social and Behavioral Ways of Knowing,Boise State University,ANTH102,Social-Cultural Anthropology
Social and Behavioral Ways of Knowing,Boise State University,ANTH216,"Magic, Witchcraft and Religion"
Social and Behavioral Ways of Knowing,Boise State University,CJ103,Intro to Law & Justice
Social and Behavioral Ways of Knowing,Boise State University,ECON201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,Boise State University,ECON202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,Boise State University,ED-CIFS201,Foundations of Education
Social and Behavioral Ways of Knowing,Boise State University,ED-ESP223,Child Growth and Development
Social and Behavioral Ways of Knowing,Boise State University,ED-LLC200,Cultural Diversity in School
Social and Behavioral Ways of Knowing,Boise State University,ED-LLC203,Film and Contemporary Issues
Social and Behavioral Ways of Knowing,Boise State University,EDTECH203,Foundations of Digital Culture
Social and Behavioral Ways of Knowing,Boise State University,ENGL202,Intro to Tech Comm
Social and Behavioral Ways of Knowing,Boise State University,GEOG100,Introduction to Geography
Social and Behavioral Ways of Knowing,Boise State University,GEOG102,Cultural Geography
Social and Behavioral Ways of Knowing,Boise State University,GLOBAL101,"Conflict, Cooperation & Change"
Social and Behavioral Ways of Knowing,Boise State University,HIST111,United States History
Social and Behavioral Ways of Knowing,Boise State University,HIST112,United States History
Social and Behavioral Ways of Knowing,Boise State University,HIST121,History of Asia
Social and Behavioral Ways of Knowing,Boise State University,HLTHST102,Environmental Health
Social and Behavioral Ways of Knowing,Boise State University,INTBUS220,Go Global: You & World Economy
Social and Behavioral Ways of Knowing,Boise State University,KINES140,Personal Health
Social and Behavioral Ways of Knowing,Boise State University,KINES180,Introduction to Coaching
Social and Behavioral Ways of Knowing,Boise State University,LING205,Language in Human Life
Social and Behavioral Ways of Knowing,Boise State University,POLS101,American National Government
Social and Behavioral Ways of Knowing,Boise State University,POLS201,Current Events in Am Politics
Social and Behavioral Ways of Knowing,Boise State University,POLS202,Current Events In Global Polit
Social and Behavioral Ways of Knowing,Boise State University,POLS203,Political Science in Popular M
Social and Behavioral Ways of Knowing,Boise State University,PSYC101,General Psychology
Social and Behavioral Ways of Knowing,Boise State University,SOC101,Introduction to Sociology
Social and Behavioral Ways of Knowing,Boise State University,SOC102,Social Problems
Social and Behavioral Ways of Knowing,Boise State University,SOC230,Intro to Ethnic Studies
Social and Behavioral Ways of Knowing,Boise State University,SOCWRK101,Introduction to Social Welfare
Social and Behavioral Ways of Knowing,Boise State University,SPS101,"Public Service, Civic, Communi"
Social and Behavioral Ways of Knowing,Boise State University,STEM-ED210,Knowing and Learning
Social and Behavioral Ways of Knowing,Boise State University,URBAN101,Cities and Society
Social and Behavioral Ways of Knowing,College of Eastern Idaho,CRJ103,Introduction to Law and Justice
Social and Behavioral Ways of Knowing,College of Eastern Idaho,ECO201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,College of Eastern Idaho,ECO202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS101,Foundations of Europe
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS102,Modern Europe
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS111,U.S. History 1
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS112,U.S. History 2
Social and Behavioral Ways of Knowing,College of Eastern Idaho,POL101,Introduction to American Government
Social and Behavioral Ways of Knowing,College of Eastern Idaho,POL102,Introduction to Political Science
Social and Behavioral Ways of Knowing,College of Eastern Idaho,PSY101,Introduction to Psychology
Social and Behavioral Ways of Knowing,College of Eastern Idaho,SOC101,Introduction to Sociology
Social and Behavioral Ways of Knowing,College of Eastern Idaho,SOC102,Social Problems
Social and Behavioral Ways of Knowing,College of Southern Idaho,ANTH101,Physical Anthropology
Social and Behavioral Ways of Knowing,College of Southern Idaho,ANTH102,Cultural Anthropology
Social and Behavioral Ways of Knowing,College of Southern Idaho,CRIJ103,Introduction to Law & Justice
Social and Behavioral Ways of Knowing,College of Southern Idaho,ECON201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,College of Southern Idaho,ECON202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,College of Southern Idaho,EDUC204,Families Communities & Culture
Social and Behavioral Ways of Knowing,College of Southern Idaho,GEOG102,Cultural Geography
Social and Behavioral Ways of Knowing,College of Southern Idaho,GEOG200,World Regional Geography
Social and Behavioral Ways of Knowing,College of Southern Idaho,HIST101,Western Civilization 1
Social and Behavioral Ways of Knowing,College of Southern Idaho,HIST102,Western Civilization 2
Social and Behavioral Ways of Knowing,College of Southern Idaho,HIST111,US History 1
Social and Behavioral Ways of Knowing,College of Southern Idaho,HIST112,US History 2
Social and Behavioral Ways of Knowing,College of Southern Idaho,POLS101,American National Government
Social and Behavioral Ways of Knowing,College of Southern Idaho,POLS102,Introduction to Political Science
Social and Behavioral Ways of Knowing,College of Southern Idaho,POLS221,Intro to International Relations
Social and Behavioral Ways of Knowing,College of Southern Idaho,PSYC101,General Psychology
Social and Behavioral Ways of Knowing,College of Southern Idaho,SOCY101,Introduction to Sociology
Social and Behavioral Ways of Knowing,College of Southern Idaho,SOCY105,Human Relations
Social and Behavioral Ways of Knowing,College of Western Idaho,ANTH101,Physical Anthropology
Social and Behavioral Ways of Knowing,College of Western Idaho,ANTH102,Cultural Anthropology
Social and Behavioral Ways of Knowing,College of Western Idaho,CRIJ103,Introduction to Law and Justice
Social and Behavioral Ways of Knowing,College of Western Idaho,ECON201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,College of Western Idaho,EDUC120,Foundations of Education
Social and Behavioral Ways of Knowing,College of Western Idaho,EDUC201,Foundations of Education
Social and Behavioral Ways of Knowing,College of Western Idaho,EXHS155,Health and Wellness
Social and Behavioral Ways of Knowing,College of Western Idaho,GEOG102,Cultural Geography
Social and Behavioral Ways of Knowing,College of Western Idaho,GEOG200,World Regional Geography
Social and Behavioral Ways of Knowing,College of Western Idaho,HIST111,American History 1
Social and Behavioral Ways of Knowing,College of Western Idaho,HIST112,American History 2
Social and Behavioral Ways of Knowing,College of Western Idaho,HLTH155,Health and Wellness
Social and Behavioral Ways of Knowing,College of Western Idaho,PHIL111,World Religions
Social and Behavioral Ways of Knowing,College of Western Idaho,POLS100,DO NOT USE
Social and Behavioral Ways of Knowing,College of Western Idaho,POLS101,American National Government
Social and Behavioral Ways of Knowing,College of Western Idaho,POLS102,Introduction to Political Science
Social and Behavioral Ways of Knowing,College of Western Idaho,PSYC101,General Psychology
Social and Behavioral Ways of Knowing,College of Western Idaho,PSYC140,Relations for Career & Personal Success
Social and Behavioral Ways of Knowing,College of Western Idaho,PSYC250,Research Methods in the Social Sciences
Social and Behavioral Ways of Knowing,College of Western Idaho,SCIE102,Ethics in Science
Social and Behavioral Ways of Knowing,College of Western Idaho,SOCY101,Introduction to Sociology
Social and Behavioral Ways of Knowing,College of Western Idaho,SOCY102,Social Problems
Social and Behavioral Ways of Knowing,College of Western Idaho,SOCY120,Global Issues
Social and Behavioral Ways of Knowing,College of Western Idaho,SOCY220,Sociology of Deviance
Social and Behavioral Ways of Knowing,Idaho State University,ANTH1100,General Anthropology
Social and Behavioral Ways of Knowing,Idaho State University,ECON1100,Economic Issues
Social and Behavioral Ways of Knowing,Idaho State University,ECON2201,Prin of Macroeconomics
Social and Behavioral Ways of Knowing,Idaho State University,ECON2202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,Idaho State University,EDUC1110,Education in the US
Social and Behavioral Ways of Knowing,Idaho State University,HIST1101,Foundation of Europe
Social and Behavioral Ways of Knowing,Idaho State University,HIST1102,Modern Europe
Social and Behavioral Ways of Knowing,Idaho State University,HIST1111,U S History I
Social and Behavioral Ways of Knowing,Idaho State University,HIST1112,U.S. History 1865 to Present
Social and Behavioral Ways of Knowing,Idaho State University,IS2203,Intro Internatl Organizations
Social and Behavioral Ways of Knowing,Idaho State University,POLS1101,American National Government
Social and Behavioral Ways of Knowing,Idaho State University,PSYC1101,Intro to Gen Psychology
Social and Behavioral Ways of Knowing,Idaho State University,SOC1101,Intro to Sociology
Social and Behavioral Ways of Knowing,Idaho State University,SOC1102,Social Problems
Social and Behavioral Ways of Knowing,Idaho State University,TGE1150,Social Science in Workplace
Social and Behavioral Ways of Knowing,Lewis-Clark State College,ANTH102,Cultural Anthropology
Social and Behavioral Ways of Knowing,Lewis-Clark State College,ANTH120,World Prehistory
Social and Behavioral Ways of Knowing,Lewis-Clark State College,ANTH170,Intro/Native Amer Studies
Social and Behavioral Ways of Knowing,Lewis-Clark State College,ECON201,Prin/Theo of Macroecon
Social and Behavioral Ways of Knowing,Lewis-Clark State College,ECON202,Prin/Theo of Microecon
Social and Behavioral Ways of Knowing,Lewis-Clark State College,GEOG102,Intro to Geography
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HIST101,History/Civilization
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HIST102,History/Civilization
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HIST111,US History to 1865
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HIST112,US History since 1865
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HRPT/SS184,Diversity in Organizations
Social and Behavioral Ways of Knowing,Lewis-Clark State College,HRPT/SS185,Human Relations in Organizations
Social and Behavioral Ways of Knowing,Lewis-Clark State College,POLS101,Amer National Government
Social and Behavioral Ways of Knowing,Lewis-Clark State College,POLS285,Comparative Government
Social and Behavioral Ways of Knowing,Lewis-Clark State College,PSYC101,Intro/Psychology
Social and Behavioral Ways of Knowing,Lewis-Clark State College,PSYC205,Developmental Psychology
Social and Behavioral Ways of Knowing,Lewis-Clark State College,SOC101,Intro/Sociology
Social and Behavioral Ways of Knowing,Lewis-Clark State College,SOC102,Current Social Problems
Social and Behavioral Ways of Knowing,North Idaho College,AIST101,American Indian Studies
Social and Behavioral Ways of Knowing,North Idaho College,ANTH100,Introduction to Anthropology
Social and Behavioral Ways of Knowing,North Idaho College,CHD134,Infancy Through Middle Childhood
Social and Behavioral Ways of Knowing,North Idaho College,COMJ140,Mass Media in a Free Society
Social and Behavioral Ways of Knowing,North Idaho College,COMM233,Interpersonal Communication
Social and Behavioral Ways of Knowing,North Idaho College,ECON201,Principles of Economics (Macro)
Social and Behavioral Ways of Knowing,North Idaho College,ECON202,Principles of Economics (Micro)
Social and Behavioral Ways of Knowing,North Idaho College,HIST101,History of Civilization to 1500
Social and Behavioral Ways of Knowing,North Idaho College,HIST102,History of Civilization Since 1500
Social and Behavioral Ways of Knowing,North Idaho College,HIST103,History of Civilization 20th Century
Social and Behavioral Ways of Knowing,North Idaho College,HIST111,U.S. History to 1876
Social and Behavioral Ways of Knowing,North Idaho College,HIST112,U.S. History After 1876
Social and Behavioral Ways of Knowing,North Idaho College,HIST211,History of the Americas I: First Peoples and Colonial Period
Social and Behavioral Ways of Knowing,North Idaho College,HIST212,History of the Americas II: Since Independence
Social and Behavioral Ways of Knowing,North Idaho College,POLS101,American National Government
Social and Behavioral Ways of Knowing,North Idaho College,POLS237,International Politics and Problems
Social and Behavioral Ways of Knowing,North Idaho College,PSYC101,Introduction to Psychology
Social and Behavioral Ways of Knowing,North Idaho College,SOC101,Introduction to Sociology
Social and Behavioral Ways of Knowing,North Idaho College,SOC102,Social Problems
Social and Behavioral Ways of Knowing,University of Idaho,ANTH100,Introduction to Anthropology
Social and Behavioral Ways of Knowing,University of Idaho,ANTH220,Peoples of the World
Social and Behavioral Ways of Knowing,University of Idaho,ANTH261,Language And Culture
Social and Behavioral Ways of Knowing,University of Idaho,ANTH301,Intro Diversity/Stratification
Social and Behavioral Ways of Knowing,University of Idaho,ANTH329,North American Indians
Social and Behavioral Ways of Knowing,University of Idaho,ANTH350,"Food, Culture, and Society"
Social and Behavioral Ways of Knowing,University of Idaho,ANTH427,Racial/Ethnic Relations
Social and Behavioral Ways of Knowing,University of Idaho,ANTH462,Human Issues/Internt'l Develop
Social and Behavioral Ways of Knowing,University of Idaho,COMM233,Interpersonal Communication
Social and Behavioral Ways of Knowing,University of Idaho,COMM335,Intercultural Communication
Social and Behavioral Ways of Knowing,University of Idaho,COMM410,Conflict Management
Social and Behavioral Ways of Knowing,University of Idaho,ECON201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,University of Idaho,ECON202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,University of Idaho,ECON272,Foundatns of Economic Analysis
Social and Behavioral Ways of Knowing,University of Idaho,EDCI301,"Lrng, Dvlpmnt, & Assessment"
Social and Behavioral Ways of Knowing,University of Idaho,FLEN270,Intro to Greek and Roman Civ
Social and Behavioral Ways of Knowing,University of Idaho,FLEN307,Institutions of the EU
Social and Behavioral Ways of Knowing,University of Idaho,FLEN308,European Immigrtn/Integrtn
Social and Behavioral Ways of Knowing,University of Idaho,FOR235,Society & Natural Res
Social and Behavioral Ways of Knowing,University of Idaho,GEOG165,Human Geography
Social and Behavioral Ways of Knowing,University of Idaho,GEOG200,World Regional Geography
Social and Behavioral Ways of Knowing,University of Idaho,GEOG365,Political Geography
Social and Behavioral Ways of Knowing,University of Idaho,HIST101,History of Civilization
Social and Behavioral Ways of Knowing,University of Idaho,HIST102,History of Civilization
Social and Behavioral Ways of Knowing,University of Idaho,HIST111,Intro to U.S. History
Social and Behavioral Ways of Knowing,University of Idaho,HIST112,Intro to U S History
Social and Behavioral Ways of Knowing,University of Idaho,HIST180,Intro to East Asian History
Social and Behavioral Ways of Knowing,University of Idaho,HIST270,Intro to Greek and Roman Civ
Social and Behavioral Ways of Knowing,University of Idaho,HIST315,Comparatv African-Am Cultures
Social and Behavioral Ways of Knowing,University of Idaho,HIST380,Disease/Cult:Hist Wst Medicine
Social and Behavioral Ways of Knowing,University of Idaho,HIST382,Hist Biology:Cnflcts/Controver
Social and Behavioral Ways of Knowing,University of Idaho,HIST388,History of Mathematics
Social and Behavioral Ways of Knowing,University of Idaho,HIST412,Rev No Amer/Early Natl Period
Social and Behavioral Ways of Knowing,University of Idaho,HIST419,Topics in the American West
Social and Behavioral Ways of Knowing,University of Idaho,HIST420,Hist Women Amer Soc
Social and Behavioral Ways of Knowing,University of Idaho,HIST424,Amer Environmntl Hist
Social and Behavioral Ways of Knowing,University of Idaho,HIST426,Red Earth White Lies
Social and Behavioral Ways of Knowing,University of Idaho,HIST430,US Diplomatic History
Social and Behavioral Ways of Knowing,University of Idaho,HIST431,Stolen Continents/Indian Story
Social and Behavioral Ways of Knowing,University of Idaho,HIST438,Modern Mexico/The Americas
Social and Behavioral Ways of Knowing,University of Idaho,HIST439,Modern Latin America
Social and Behavioral Ways of Knowing,University of Idaho,HIST440,Soc Rev in Latin Amer
Social and Behavioral Ways of Knowing,University of Idaho,HIST441,Slav & Freed in the Amer
Social and Behavioral Ways of Knowing,University of Idaho,HIST449,Tudor-Stuart Britian 1485-1660
Social and Behavioral Ways of Knowing,University of Idaho,HIST452,Europe in Age of Revolution
Social and Behavioral Ways of Knowing,University of Idaho,HIST456,Anti-Semitism/Holocaust
Social and Behavioral Ways of Knowing,University of Idaho,HIST457,Hist Of Middle East
Social and Behavioral Ways of Knowing,University of Idaho,HIST460,Conspiracies & Sec Soc in Hist
Social and Behavioral Ways of Knowing,University of Idaho,HIST466,East Europe Since 1774
Social and Behavioral Ways of Knowing,University of Idaho,HIST467,Russia to 1894
Social and Behavioral Ways of Knowing,University of Idaho,HIST468,Rus/Sov Un Since 1894
Social and Behavioral Ways of Knowing,University of Idaho,HIST482,"Japan, 1600 - Present"
Social and Behavioral Ways of Knowing,University of Idaho,HIST484,"Mod China, 1840's-Pres"
Social and Behavioral Ways of Knowing,University of Idaho,IS325,The Contemporary Muslim World
Social and Behavioral Ways of Knowing,University of Idaho,IS326,Africa Today
Social and Behavioral Ways of Knowing,University of Idaho,IS350,Sports and Int'l Affairs
Social and Behavioral Ways of Knowing,University of Idaho,LAS462,Human Issues/Internt'l Develop
Social and Behavioral Ways of Knowing,University of Idaho,NRS235,Society and Natural Resources
Social and Behavioral Ways of Knowing,University of Idaho,POLS101,Intro Political Sci/Amer Govt
Social and Behavioral Ways of Knowing,University of Idaho,POLS205,Intro Comparative Pol
Social and Behavioral Ways of Knowing,University of Idaho,POLS237,Intro International Politics
Social and Behavioral Ways of Knowing,University of Idaho,POLS275,Am State & Local Govt
Social and Behavioral Ways of Knowing,University of Idaho,POLS307,Institutions of the EU
Social and Behavioral Ways of Knowing,University of Idaho,POLS331,Amer Polit Party&Elect
Social and Behavioral Ways of Knowing,University of Idaho,POLS332,American Congress
Social and Behavioral Ways of Knowing,University of Idaho,POLS333,American Political Culture
Social and Behavioral Ways of Knowing,University of Idaho,POLS338,American Foreign Policy
Social and Behavioral Ways of Knowing,University of Idaho,POLS381,European Politics
Social and Behavioral Ways of Knowing,University of Idaho,PSYC101,Introduction to Psychology
Social and Behavioral Ways of Knowing,University of Idaho,SOC101,Introduction to Sociology
Social and Behavioral Ways of Knowing,University of Idaho,SOC130,Intro to Criminology
Social and Behavioral Ways of Knowing,University of Idaho,SOC230,Social Problems
Social and Behavioral Ways of Knowing,University of Idaho,SOC301,Intro Diversity/Stratification
Social and Behavioral Ways of Knowing,University of Idaho,SOC336,Comp Criminal Justice Systems
Social and Behavioral Ways of Knowing,University of Idaho,SOC340,Social Change & Globalization
Social and Behavioral Ways of Knowing,University of Idaho,SOC343,"Power, Politics, and Society"
Social and Behavioral Ways of Knowing,University of Idaho,SOC350,"Food, Culture, and Society"
Social and Behavioral Ways of Knowing,University of Idaho,SOC423,Sociology of Prosperity
Social and Behavioral Ways of Knowing,University of Idaho,SOC424,Sociology of Gender
Social and Behavioral Ways of Knowing,University of Idaho,SOC427,Racial/Ethnic Relations
Social and Behavioral Ways of Knowing,University of Idaho,SOC431,Personal/Social Issues-Aging
Social and Behavioral Ways of Knowing,University of Idaho,SOC439,Inequalities/Justice System
Social and Behavioral Ways of Knowing,University of Idaho,SOC450,Dynamics of Social Protest
